video_id,track_title,channel_name,play_count,first_event_index,last_event_index,first_relative_day,last_relative_day,in_music_library
GA8_8nQ18Pg,Je Te Veux,Acoustic Cafe - Topic,1,981,981,467,467,False
GErG9femMQk,Lil Baby x 42 Dugg - We Paid (Official Video),LilBabyVEVO,1,1390,1390,482,482,False
GJuYvLPPm0s,Lil Tecca - BAD TIME (Official Music Video),Lyrical Lemonade,1,1103,1103,476,476,False
GKiz8SvAqsY,Undertale - His Theme (Orchestral Cover),Osirois Music,1,187,187,412,412,False
GKjY6-lhY2A,iayze - 556 [Green Tip] (Official Music Video),Jace!,1,814,814,456,456,False
GLHR1YY88tE,there is light in us,Mathbonus - Topic,1,925,925,462,462,False
GMY8w08VEM0,flatsound | a dream,flatsound,1,324,324,432,432,False
GaT5jaGEwzc,The Beach,lost hope. - Topic,1,1439,1439,483,483,False
Gb76TgCUqAY,ARE WE STILL FRIENDS?,"Tyler, The Creator - Topic",1,1195,1195,480,480,False
Gbqa9n1XOes,Ken Carson - MDMA ft. Destroy Lonely (Official Music Video),KenCarsonVEVO,1,824,824,456,456,False
GiRh686uzhk,2sdxrt3all - Safety (Official Video),2sdxrt3all ,1,1417,1417,483,483,False
GkYcFV7qkyk,Preciso Me Encontrar,Cartola - Topic,1,546,546,440,440,False
GnunFdSBEhQ,Your face,Wisp - Topic,1,29,29,0,0,False
GzjTHCpOtPQ,YoungBoy Never Broke Again - Drawing Symbols [Official Music Video],YB Vault,1,1893,1893,801,801,False
H-SLiGbn3aM,01 Main Theme [Official Mouthwashing OST],Wrong Organ,1,304,304,432,432,False
H2t9aZQ3YKI,3D Outro,LUCKI - Topic,1,463,463,437,437,False
H58vbez_m4E,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,1,1138,1138,477,477,False
H8E0WIy_vFc,Future - PUFFIN ON ZOOTIEZ (Official Music Video),FutureVEVO,1,1384,1384,482,482,False
HL1UzIK-flA,Rihanna - Work (Explicit) ft. Drake,RihannaVEVO,1,1133,1133,477,477,False
HMt5RUtTbgE,PARTY'S OVER,Nobu Woods - Topic,1,1278,1278,481,481,False
HXVgUQ8cmEQ,scravz - everything ends eventually,dreamscape,1,449,449,436,436,False
HZ8G24kC_b0,Apparat - Joel (Official Audio),Apparat,1,1009,1009,474,474,False
ICEzGr7x3t4,Kanye West - Never See Me Again - High Quality Vocals + Orchestral Intro,TheFloridaMan,1,1270,1270,480,480,False
IHp5Y4S3IJQ,Like I Want You,GIVĒON - Topic,1,1352,1352,482,482,False
IJs81BcpvFY,HOME | resonance (432 hz) (slowed + reverb),A D R I F T,1,315,315,432,432,False
Ib9RVxoGZi8,Step In the Name of Love (Remix),R. Kelly - Topic,1,1325,1325,482,482,False
IrDij7YoMWs,LUCKI - Greed (Official Video) (feat. Lil Yachty),LUCKI,1,1096,1096,476,476,False
Iu9xmEaHwpU,Drake - Jumbotron Shit Poppin,DrakeVEVO,1,1414,1414,483,483,False
IxVuT8cgccM,Drake - Champagne Poetry (Audio),DrakeVEVO,1,456,456,436,436,False
JGqzKmp_5Bg,Wave,Antonio Carlos Jobim - Topic,1,544,544,440,440,False
JGwWNGJdvx8,Ed Sheeran - Shape of You (Official Music Video),Ed Sheeran,1,1145,1145,477,477,False
JHVyazheOFU,MDMA,Ken Carson - Topic,1,1155,1155,477,477,False
JMYvlpqZ2Ww,yvngxchris - QuikkSkope (feat. DC The Don) [Official Video],yvngxchris,1,1095,1095,476,476,False
JWgUulm1cL4,Summrs-2 INFLUENCED / U DANGEROUS [Official Video],summrs,1,1112,1112,477,477,False
JXRN_LkCa_o,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga",ChrisBrownVEVO,1,1139,1139,477,477,False
JXULdmwC5Us,4am freestyle,WisdomBeatz - Topic,1,80,80,1,1,False
Ji3HV8VT7Cs,"bonjr, .diedlonely - limerence",dreamscape,1,361,361,433,433,False
JiDuubzc5yI,Heading for the Door,duster - Topic,1,20,20,0,0,False
JiP7jKdAhD0,In A Sentimental Mood,Duke Ellington - Topic,1,542,542,440,440,False
JoJ-vDlgbhE,Glokk40Spaz - Brutal Honesty [Audio],Bxbza,1,838,838,457,457,False
Jx_O6PHdWww,Hey Ya!,OutKast - Topic,1,57,57,0,0,False
K-VoheJSUd8,for what,potsu - Topic,1,972,972,467,467,False
K7d3Np73nHw,salvia path - dream (doomer) 1 hour loop,روح,1,344,344,433,433,False
KCFHHtC9Dws,Less Likely,Trent Reznor - Topic,1,1820,1820,776,776,False
KLNPBGWtKg4,Saba - BROKEN GIRLS (Official Audio),Saba Pivot,1,499,499,437,437,False
KLb1IT3MCbA,"Nocturne No. 8 in D-Flat Major, Op. 27, No. 2",Peter Schmalfuss - Topic,1,982,982,467,467,False
KM01VEg9hsU,lucki - more than ever (slowed + reverb) 639hz,eternal!,1,5,5,0,0,False
KM5wyYc5qBA,jacal - streetlights (guitar playthrough),jacal,1,305,305,432,432,False
KMuJSI8WbaQ,"Chopin: Waltz in C sharp minor, Op. 64 No. 2",Ólafur Järvinen - Topic,1,746,746,454,454,False
KZrvnPOu5oU,lonnex - losing (slowed + reverb),dreamscape,1,451,451,436,436,False
KavaUJxnNVU,ss,Ken Carson - Topic,1,1042,1042,475,475,False
Kbj2Zss-5GY,A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta,LIVELOVEASAPVEVO,1,1378,1378,482,482,False
KiHR_FJZxq8,analog_mannequin - milk cassette x.mp3 (slowed & reverb version 1),analog mannequin,1,445,445,436,436,False
Kj0PXA2gfM4,Furthest Thing,Drake - Topic,1,200,200,412,412,True
KnkDL9lkbX8,"Hold On, We're Going Home",Drake - Topic,1,1330,1330,482,482,False
Kz4hXntxfWs,tiredminds - retire (final) [slowed + reverb],tiredminds,1,363,363,433,433,False
L2y1wk5EB6U,Jaded,Drake - Topic,1,1600,1600,488,488,False
LDY_XyxBu8A,SZA - Snooze (Official Video),SZAVEVO,1,1146,1146,477,477,False
LG4Cf977rHc,Break,alex_g_offline - Topic,1,32,32,0,0,False
LL8qeSG8DA0,Spaz & Blues,Glokk40Spaz - Topic,1,1072,1072,475,475,False
LP6wKYLccKI,Headlines (Explicit),Drake - Topic,1,874,874,457,457,False
LWN0vQpwcKM,Fazers,King Geedorah - Topic,1,58,58,0,0,False
LmeuII-C1W4,Lost in the Mist,Pulsar - Topic,1,1783,1783,775,775,False
LnKOxbwFAVs,Lil Baby - Humble (Audio),LilBabyVEVO,1,1406,1406,483,483,False
LvfGkekPK2w,Step In the Name of Love,R. Kelly - Topic,1,1324,1324,482,482,False
Lzc4nzYZEHg,ATH (remix),Lexcorp,1,94,94,19,19,False
MBUMYO3B47Y,Exotic,Lil Baby - Topic,1,1203,1203,480,480,False
MHryuYVyHhk,"Lil Baby ""Freestyle"" Official Music Video",Lil Baby Official ,1,1373,1373,482,482,False
MK5fPnK4ae4,Sparks by Coldplay but it's 1:45am and it's been years....,"just a sad dude, really",1,446,446,436,436,False
MKYY0IlTMw4,Slowdive - When the Sun Hits (Audio),SlowdiveVEVO,1,356,356,433,433,False
MS7DDsnVnIY,Glokk40Spaz - Thug's In My House [Official Music Video],GL4 Spaz,1,1516,1516,486,486,False
MSl1LPCpsQo,Swamp,Glokk40Spaz - Topic,1,1283,1283,481,481,False
MVnSFj6XQZY,"Hereditary Soundtrack - ""Reborn"" - Colin Stetson",Milan Records USA,1,525,525,440,440,False
MXsj8H1BipI,men i trust - norton commander (all we need) (slowed + reverb),Jem,1,859,859,457,457,False
MZ7okaUoqHs,WHARF TALK,"Tyler, The Creator - Topic",1,41,41,0,0,False
MwQd828yKkM,Become the Warm Jets,Current Joys - Topic,1,23,23,0,0,False
MxEjnYdfLXU,I Wonder,Kanye West - Topic,1,36,36,0,0,False
NNDXQwVAez8,gigi masin x voicemail - call me [𝚜𝚕𝚘𝚠𝚎𝚍 + 𝚛𝚎𝚟𝚎𝚛𝚋 + 𝚒𝚗𝚜𝚝𝚛𝚞𝚖𝚎𝚗𝚝𝚊𝚕],eoqb,1,90,90,3,3,False
Np1miR2k0b4,Me Vs Me,Moneybagg Yo - Topic,1,1208,1208,480,480,False
Nqg9ounrKkg,3AM on Glenwood,21 Savage - Topic,1,1911,1911,856,856,False
NswMyMbEBrQ,Perfectionist,Russ - Topic,1,492,492,437,437,False
O4lu1QzzvYA,Playboi Carti - Long Time REMIX | DudekBeats,dudekbeats,1,3,3,0,0,False
O9js2VCD0TY,"please, just be real",lyrλmbient - Topic,1,1778,1778,775,775,False
ODZS9lFBazE,"Cello Sonata No. 2, H. 286: II. Largo",Johannes Moser - Topic,1,1645,1645,491,491,False
OGZiV1AxS0I,SLAVE - UNOTHEACTIVIST (OFFICIAL AUDIO),UnoTheActivist,1,502,502,437,437,False
OTE7a8JVBws,aphex twin - #3 (slowed + reverb),altered vibes,1,311,311,432,432,False
OYGl9rc2j5c,Glokk40Spaz - McLaren's & Blickies [Dir. @Jmoney1041],GL4 Spaz,1,1517,1517,486,486,False
OirisOt-7Gk,How Does It Feel?,Citizen - Topic,1,35,35,0,0,False
Ol0-9Ob-QNk,Infrunami,Steve Lacy - Topic,1,1232,1232,480,480,False
P5ZBISo2CaE,Black Beatles,Rae Sremmurd - Topic,1,1049,1049,475,475,False
PpdtfHXJ2LY,Choppa On Fye 2 (feat. LAZER DIM 700),Gelatoo - Topic,1,1157,1157,477,477,False
Pw5y13LU_M0,Lil Baby -  By Myself Feat Rod Wave & Rylo Rodriguez (Official Music Video),Lil Baby Official ,1,1564,1564,487,487,False
PwdK4bpTNic,Glokk40Spaz & Go.unna “Hypnotize” (prod. by Jthesensi) (Official Audio),EBG Records,1,1068,1068,475,475,False
Q--Wk-5sXDA,Tell Em,Cochise - Topic,1,76,76,1,1,False
Q6nu9-J-DH0,Jujutsu Kaisen: Gojo vs Toji (Riko in the Aquarium) Theme | EPIC 1 HOUR VERSION,Paul Drew Music,1,112,112,376,376,False
QKPxNQfrtzU,Work,Rihanna - Topic,1,867,867,457,457,False
QNBO7wIU3yI,Chove Chuva,Jorge Ben Jor - Topic,1,534,534,440,440,False
QRHYpTTrRTA,https://music.youtube.com/watch?v=QRHYpTTrRTA,,1,842,842,457,457,False
QfKBrsRBncI,On tha line [Official Music Video],Yeat,1,937,937,463,463,False
Qlgclz4p9X0,Baby Drill - Slight Dub (Official Video) feat. 21 Savage & Young Nudy,BabyDrill,1,1097,1097,476,476,False
QnQa24tRQUs,"nevermind, everything's ok",dreamcorp.,1,1842,1842,779,779,False
QuIQ23b6V_I,"Sing About Me, Im Dying of Thirst (Tyler the creator remix)",Bleach,1,108,108,376,376,False
RBaL7fo6vxU,alvedon - retire (final),dreamscape,1,448,448,436,436,False
RUmasKuqag0,Strawberry Guy - F Song,David Dean Burkhart,1,353,353,433,433,False
RkCDU8mNz_w,Gojo Satoru - The Honored One - 1 Hour 4K 60FPS | Season 2 OST,Yuyu,1,1758,1758,775,775,False
Rp_wT1dJYOo,Need Me,Julian Rincon - Topic,1,1265,1265,480,480,False
Rq_uSfvfrJw,Mac Miller - Congratulations feat. Bilal (No Intro),J,1,458,458,436,436,False
Rr1Cdli5nE8,Like That,Future - Topic,1,1045,1045,475,475,False
S2NCo3k_RdU,Sunday Scaries - Flawed Mangoes (slowed),Spongmud,1,306,306,432,432,False
S5xQmaUV7ZA,Lil Baby - Right On (Official Video),LilBabyVEVO,1,1217,1217,480,480,False
SLsTskih7_I,Post Malone - White Iverson,Post Malone,1,1141,1141,477,477,False
SR70AZXmyr8,Juna,Clairo - Topic,1,1258,1258,480,480,False
SXiSVQZLje8,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,ArianaGrandeVevo,1,1144,1144,477,477,False
S_ogJtUctgs,LUCKI - 4Ever Ever Freestyle (Official Video),LUCKI,1,1515,1515,486,486,False
SmSUpVC4sn4,Pardon Me,Lil Yachty - Topic,1,1205,1205,480,480,False
SmwmZfMooSo,Kodak Black - Skrilla [Official Music Video],Kodak Black,1,1392,1392,482,482,False
Sn3SUnL44w4,Headlines,Drake - Topic,1,1331,1331,482,482,False
SwgH7YXkWWk,j. cole ~ no role modelz ﾉ slowed + reverb ﾉ,rum world,1,164,164,395,395,False
T8nbNQpRwNo,"Drake, 21 Savage - Spin Bout U",DrakeVEVO,1,1372,1372,482,482,False
TGgcC5xg9YI,SEE YOU AGAIN featuring Kali Uchis,"Tyler, The Creator",1,774,774,455,455,False
THhjjnsgFlE,Interstellar Main Theme - Extended Version 🎶 Gargantua 🎼| GIF | 4K Wonder Music @HansZimmer,Wonder Music,1,526,526,440,440,False
T_5loXRM3mQ,Drake - Marvin's Room Outro (Piano Cover),Tomas Nolasco,1,1302,1302,481,481,False
Tf8K6uv5zRw,Waves - Rushes Frank Ocean,lovedchalamet,1,1905,1905,803,803,False
ToO4VFCoR7U,White Ferrari,Frank Ocean - Topic,1,1349,1349,482,482,False
U8x59JU8fgM,losing (Slowed + Reverb),Lonnex - Topic,1,1323,1323,481,481,False
UE_-obgiWm0,Kodak Black - No Flockin Freestyle (Prod. by VinnyxProd) [Official Music Video],Kodak Black,1,1374,1374,482,482,False
UJ0_vdAyEzI,All Bad $ Is Good,Glokk40Spaz - Topic,1,1428,1428,483,483,False
UNZqm3dxd2w,Roddy Ricch - The Box [Official Music Video],Roddy Ricch,1,1218,1218,480,480,False
UUmnW_ZMcZM,Not A Believer,Glokk40Spaz - Topic,1,1055,1055,475,475,False
UVnsbRMJs84,~ on the level - mac demarco (s l o w e d + reverb) ~,_.juicebox._,1,442,442,436,436,False
UWOGg5nXiaI,Where we're going - Hans Zimmer - Interstellar - (Slowed+Reverb),Solipsism,1,476,476,437,437,False
U_hDiuyvK5g,dimensions (slowed & reverb with rain),softsync - Topic,1,1834,1834,776,776,False
Ud9UxjqdqhA,Purpose Is Glorious,Natalie Holt - Topic,1,1268,1268,480,480,False
UeSDvg5xsWI,Flawed Mangoes - Dramamine (Visualizer),Flawed Mangoes,1,229,229,420,420,False
Uevx0-MgkSI,Brent Faiyaz - REHAB (WINTER IN PARIS) [Official Video],Brent Faiyaz,1,811,811,456,456,False
UgkvcWx8oXw,Day One,Hans Zimmer - Topic,1,993,993,468,468,False
Uj-uJdUM7Gw,not allowed tv girl (slowed instrumental),3xclusive0x,1,360,360,433,433,False
V0is-RpQHAg,"L'amore dice ciao Slow Take (From ""La Matriarca - The Libertine"")",Armando Trovajoli - Topic,1,528,528,440,440,False
VF-FGf_ZZiI,Steve Lacy - Bad Habit (Official Video),SteveLacyVEVO,1,775,775,455,455,False
VF-VjxEB81U,L'amore dice ciao (Slow Take),Armando Trovajoli - Topic,1,203,203,412,412,True
VGdWhqGIdh8,Borderline,Brad Sucks - Topic,1,54,54,0,0,False
VHAc1KU6yLg,Thug Life,Glokk40Spaz - Topic,1,1058,1058,475,475,False
VMxmWWUxx48,Oppenheimer - Trinity [1 Hour] (Piano Part Only Looped),Anzen Beats,1,256,256,420,420,False
VSuc3DRD13s,HIKARI - CLOVIS REYES & VDYCD - (ULTRA SLOWED + REVERB) - [PERFECTLY SLOWED],gabimaru,1,970,970,467,467,False
VbVYDzZMFIY,you don’t exist - super slowed,this voice in my head - Topic,1,1706,1706,694,694,False
VnpZfVZss8E,Space Boy (feat. Lucki),Manny Laurenko - Topic,1,4,4,0,0,False
VzAjXdBJsEc,Come Back to Earth,Mac Miller - Topic,1,1340,1340,482,482,False
W2X0Gf9jfz8,Thunder Road,Bruce Springsteen - Topic,1,88,88,3,3,False
W9p-yVwF71o,Space,Andrew Prahlow - Topic,1,143,143,392,392,False
WB7LS3p7Tb4,Show Me,Joey Bada$$ - Topic,1,1350,1350,482,482,False
WFLGrpGemLg,Get You (feat. Kali Uchis),Daniel Caesar - Topic,1,98,98,25,25,False
WHfJfL_pwOc,"you look lonely, i can fix that...",dreamscape,1,444,444,436,436,False
WJdqqVLdS8g,resonance - home [ultra slowed + reverb],spedupsl0w3d ☆,1,371,371,433,433,False
WJitbK6CSTM,Ludwig Göransson - Can you Hear The Music (slowed),Mysteriousness,1,1395,1395,483,483,False
WLNp0g2GBxQ,Coming Home,Diddy - Dirty Money - Topic,1,51,51,0,0,False
WNR_xrXJpWo,hisohkah - school rooftop,1171dominoV2,1,416,416,436,436,False
WO28_jXYao0,Ye - LIKE THAT REMIX,Kanye West,1,1046,1046,475,475,False
WQUxHlVnusw,Fighting My Demons,Ken Carson - Topic,1,1044,1044,475,475,False
WXbrgqQU0Rg,Reflections,Willix - Topic,1,1442,1442,483,483,False
WYT4gMDHYZw,Walkin,Denzel Curry - Topic,1,37,37,0,0,False
Walj9dAapYo,https://music.youtube.com/watch?v=Walj9dAapYo,,1,11,11,0,0,False
WeH6xd8acX0,Get Lucki,Veeze - Topic,1,1159,1159,477,477,False
WhvdYjmMCo8,flawed mangoes - swimming (slowed&reverb),ame 雨の中,1,434,434,436,436,False
WiYb-Ul6VRs,Arcade Fire - dimensions (Slowed) Her,isle of stars,1,432,432,436,436,False
WySekulZAoY,Do Ya Like Vs Resonance (Mashup),Splice Records - Topic,1,68,68,0,0,False
WyhU6Zb_fhY,Lil Baby - California Breeze (Official Video),LilBabyVEVO,1,1211,1211,480,480,False
XDpoBc8t6gE,kudasaibeats - the girl i haven't met,Ikigai,1,96,96,19,19,False
XIvLHjAm7N0,Vacations - On Your Own,VACATIONS,1,395,395,434,434,False
Xj6oW3dF9Gc,Alex G - Break,Keyan28,1,1796,1796,775,775,False
Y4XZHqJjxF8,Yume 2kki OST - Midnight Manor (Extended),Borby,1,373,373,433,433,False
Y6YdKJ7muOs,https://music.youtube.com/watch?v=Y6YdKJ7muOs,,1,1108,1108,476,476,False
YIxh0Kq33CU,"""Our time...has pretty much passed."" x Ethereal (Txmy)",badsun,1,509,509,438,438,False
Ye_5RXl6n40,drifting,Blut Own - Topic,1,923,923,462,462,False
YifOMt9dlGk,Eventually,Tame Impala - Topic,1,210,210,412,412,True
Yjbepc8pECI,The Beginning,Flawed Mangoes - Topic,1,1275,1275,481,481,False
Yxn9x3f8Rhs,Minari - Jacob and the Stone Extended,Soulful Music,1,330,330,432,432,False
Yy0uIfuN_Q0,Back 2 Da Basics,Summrs - Topic,1,1161,1161,477,477,False
Z9FcKSy7l4c,Backdoor,Glokk40Spaz - Topic,1,1054,1054,475,475,False
Z9iThNdZpKY,Cry - Cigarettes after sex (slowed + rain),Syukouso,1,322,322,432,432,False
ZPItV_q1u38,"SYML - ""I Wanted to Leave"" [Official Music Video]",SYML,1,909,909,461,461,False
ZSLXxLr4aN8,2 Sides To Every Story,Lil Tony Official - Topic,1,1557,1557,487,487,True
ZX_mvoY_Hg0,Drake - Not You Too (Audio) ft. Chris Brown,DrakeVEVO,1,772,772,455,455,False
Z_thWSJP-y0,Jesus is my strength Jesus is my shelter and refuge (Simpsonwave 1995 ),God is with me,1,1619,1619,488,488,False
_2n_ajSh_uo,Jx.Zero - Playboy (Official Music Video),Jx Zero,1,642,642,449,449,False
_4PLWv5RhU0,Oso Wit A Stikk,Glokk40Spaz - Topic,1,1070,1070,475,475,False
_7breslx57I,øneheart x reidenshi - snowfall | Slowed Down,Stretched Harmonics,1,319,319,432,432,False
_9bw_VtMUGA,"Tame Impala - New Person, Same Old Mistakes (Audio)",tameimpalaVEVO,1,777,777,455,455,False
_ANWTKznExU,The Sound of Myself,Disasterpeace - Topic,1,481,481,437,437,False
_AWIqXzvX-U,Aphex Twin - Rhubarb,Birdman🐦808,1,882,882,461,461,False
_CtaTTDaDeY,"Lonely Lies, GOLDKID$ - Interlinked (Ultra Slowed Audio)",GOLDKID$,1,307,307,432,432,False
_GWKkqNoyEA,Counting Stars,OneRepublic - Topic,1,72,72,0,0,False
_Jh54sLPCmg,Moon Undah Water,Puma Blue - Topic,1,18,18,0,0,False
_MVdDU75YK4,Mirror Temple (Mirror Magic Mix),Release - Topic,1,430,430,436,436,False
_VDGysJGNoI,Lil Baby - The Bigger Picture (Official Music Video),Lil Baby Official ,1,1236,1236,480,480,False
_ZRJrAHprBM,I Fall In Love Too Easily,Chet Baker - Topic,1,538,538,440,440,False
_i1wNr2gEVo,travis scott ~ astrothunder ﾉ slowed + reverb ﾉ,rum world,1,159,159,395,395,False
_r-nPqWGG6c,Don Toliver - No Idea [Official Music Video],Don Toliver,1,1387,1387,482,482,False
_ruxnfq7FC8,when a guitar riff hits you so hard that you start to tear up (full version),jacal,1,1795,1795,775,775,False
_sDatYPjnFQ,Losing You,boy pablo - Topic,1,1187,1187,479,479,False
_th4DLbatDM,C418 - Subwoofer Lullaby (slowed + reverb),Price,1,323,323,432,432,False
_uhaU5ca0Bs,Leave,Whirr - Topic,1,19,19,0,0,False
a6ndyG7A4Pg,it will find its way,flow3rkap - Topic,1,1781,1781,775,775,False
aEtqFWKKbbM,X (feat. Future),21 Savage - Topic,1,1202,1202,480,480,False
aGxOqRNvDok,I Choose Violence,Glokk40Spaz - Topic,1,1074,1074,475,475,False
aKkXEaoSFlw,frank ocean ~ nights ﾉ slowed + reverb ﾉ,rum world,1,857,857,457,457,False
aLv2IWvPl7I,MY WAY / CODEINE COWBOY,LUCKI - Topic,1,1160,1160,477,477,False
aNM1AyztRrQ,piedkies - morning mist,dreamscape,1,309,309,432,432,False
aXm_pHSh_O0,"Theo Von   only thing i won, was being alone",Stivion,1,87,87,3,3,False
acg9ukzBwqg,i was all over her,Release - Topic,1,17,17,0,0,False
aqMMQcMN5pQ,elon musk,WisdomBeatz - Topic,1,12,12,0,0,False
b-ZXlg1KXwE,"nevermind, everything's ok (slowed + reverb)",drown in fog,1,302,302,432,432,False
b0q5PR1xpA0,LEMMiNO - Cipher (BGM),LEMMiNO Music,1,95,95,19,19,False
b2AcxL88DoI,The Game - 100 ft. Drake (Official Music Video),TheGameVEVO,1,493,493,437,437,False
b2BrsALw0jA,ISAIAH RASHAD - HAPPY HOUR (OFFICIAL AUDIO),isaiah rashad,1,1916,1916,858,858,False
b4fCymLkgOQ,Didn't Cha Know,Erykah Badu - Topic,1,1327,1327,482,482,False
bHDWrnlIqfQ,Yeat - Poppin (Official Music Video),Lyrical Lemonade,1,500,500,437,437,False
bUMS8Ut9ybA,Zelda: Ocarina of Time Piano Medley (Extended) Nostalgia Edition,Erik C 'Piano Man',1,394,394,434,434,False
blcSLo3yecs,Lil Tecca - Ransom (slowed+reverb),KAYX,1,162,162,395,395,False
bvh09LxXpAQ,Godspeed,Frank Ocean - Topic,1,1345,1345,482,482,False
cE2fuGmVv1Q,Moonlight Serenade,Beegie Adair - Topic,1,543,543,440,440,False
cFaiszxHRsM,CALLIGRAPHY,Saba - Topic,1,488,488,437,437,True
cX24KlL8klY,bando (prod.ta2cute x yugen),ta2cute,1,643,643,449,449,False
cYKAr38pZcY,Photosynthesis,Saba - Topic,1,1183,1183,479,479,False
cZlJ6hdwxjI,Haunt Muskie but it’s slower and nostalgic,Wave Aqualei,1,1821,1821,776,776,False
ctMPpJYkj4Q,Definition,Glokk40Spaz - Topic,1,1079,1079,475,475,False
cuSvWlj2VHQ,OUTRO,LUCKI - Topic,1,462,462,437,437,False
cvDvLP0EDy4,"Thorfinn ""Im empty"" x medasin - magic (slowed + reverb)",Diamond lion Pitcher,1,374,374,433,433,False
d19-El5w8gg,milk cassette x.mp3,analog_mannequin - Topic,1,1708,1708,694,694,False
d7cVLE4SaN0,Bryson Tiller - Don't (Explicit Version),BrysonTillerVEVO,1,1383,1383,482,482,False
dHaM8eB32NE,Playboi Carti - Heaven (Prod. Adrian),W4rpstr,1,1158,1158,477,477,False
dIt_eQCdYvM,yves tumor - limerence (instrumental + slowed),mvym,1,367,367,433,433,False
dPlxa-ttkzQ,"J.S. Bach: Violin Concerto No. 2 in E Major, BWV 1042: II. Adagio",Release - Topic,1,1644,1644,491,491,False
dZEJBjsvOys,02  In Motion - The Social Network - OST Soundtrack,TheOSTCity,1,1840,1840,779,779,False
dnxKnE6EV3M,https://music.youtube.com/watch?v=dnxKnE6EV3M,,1,1300,1300,481,481,False
e-BkS3d95ns,Day 'n' Nite,Kid Cudi - Topic,1,50,50,0,0,False
eF0Nsnk6wis,Congratulations (feat. Bilal),Mac Miller - Topic,1,1303,1303,481,481,False
eImirstTOyE,Uber Everywhere,MadeinTYO - Topic,1,105,105,376,376,False
eMztEjtPm4o,One More Love Song,Mac DeMarco - Topic,1,988,988,468,468,False
eVqFnuaW4JQ,Alien Observer,Grouper - Topic,1,1441,1441,483,483,False
eYKokFJ--Jo,Fancy Outro - Drake (Perfect),LiavAlon,1,1727,1727,761,761,False
ezAn-HMakEs,Para Machuchar Meu Coracao,Stan Getz - Topic,1,527,527,440,440,True
fAg9iVOM85Q,Kankan - Nun To Me (Official Video),Kankan,1,805,805,456,456,False
fEP-i0iFi4I,Pretend - Alex G (Tradução),luana ,1,742,742,454,454,False
fI8eIOCerZw,Ebb Tide,Ben Flocks - Topic,1,533,533,440,440,False
fJ_EFJV-63o,Brian Nichols,Glokk40Spaz - Topic,1,1077,1077,475,475,False
fLg1MlHcQqU,thenian - you left me on suicide sunday,dreamscape,1,438,438,436,436,False
fOP7yhdmF3k,Yves Tumor - Limerence (Instrumental +432hz),棒Boti棒,1,1843,1843,779,779,False
fRh_vgS2dFE,Justin Bieber - Sorry (PURPOSE : The Movement),JustinBieberVEVO,1,1143,1143,477,477,False
faHqvs-D02c,Drake - National Treasures ft. Pressa (Official Audio),I Am Hip-Hop,1,1907,1907,803,803,False
flM8-rR0_O8,Too Fast,Sonder - Topic,1,1333,1333,482,482,False
ft8dLpTIfnQ,Glokk40Spaz - Mentally Gone [Prod by Taelyve],Trap Daily,1,1064,1064,475,475,False
fyaI4-5849w,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",DJKhaledVEVO,1,1134,1134,477,477,False
g0v7Ow6Epog,King Von - Crazy Story (Official Music Video),King Von,1,1391,1391,482,482,False
g2P_OupxkB8,Águas de Março,Antonio Carlos Jobim - Topic,1,536,536,440,440,False
g9KoLtojByY,Lil Baby - Go Hard,LilBabyVEVO,1,1411,1411,483,483,False
gJ9SvXXgnE0,I Still Can't Sleep / The Cannot Touch Her (Betsy's Theme),Bernard Herrmann - Topic,1,539,539,440,440,False
gR3nlpwRTRA,øneheart x reidenshi - snowfall (slowed),dreamscape,1,443,443,436,436,False
gSeBZqcTHLc,Lil Baby - Stand On It (Official Video),LilBabyVEVO,1,1492,1492,486,486,False
gUI_fNERR6s,Pale,Modern Color - Topic,1,22,22,0,0,False
g_T5VDyFvjU,Whiplash Fletcher's Song In Club extended ( One hour),Jhoel Castillo,1,1908,1908,803,803,False
gm8vfUA81fk,Do Not Enter,Glare - Topic,1,28,28,0,0,False
gr3ymYCtohI,They Don't Know,Release - Topic,1,1329,1329,482,482,False
h5wXvBJMLaQ,Anakin's Suite but it's even more depressing,Jsco Music,1,478,478,437,437,False
h9k137ORL1U,"Nocturne in C-Sharp Minor, Op. 27, No. 1: Nocturne No. 7",Peter Schmalfuss - Topic,1,747,747,454,454,False
hC8CH0Z3L54,FKJ & Masego - Tadow,Fkj,1,97,97,19,19,False
i4_oVobD3Pg,I Wanted to Leave,SYML - Topic,1,990,990,468,468,False
i4yRbeiu6M0,Falling Through the Hourglass,Sid Acharya - Topic,1,991,991,468,468,False
i6vUrmHZhtA,2. Nebrugg - Ignorante Feat. M’Dep (Official Visualizer) Prod. Pury,Nebrugg ,1,1102,1102,476,476,False
i77S8l-7-3Y,tilekid - you not the same,dreamscape,1,1322,1322,481,481,False
iB3utBtljMw,Mindset Blind,Gelion Lotres - Topic,1,74,74,1,1,False
iM8W7912bHE,Hikari (Super Slowed),Clovis Reyes - Topic,1,969,969,467,467,False
